用户id,用户名,用户头像,发布时间,性别,账户类型,是否机构号,粉丝数量,点赞数量,评论数,回答内容,影响力
38961c7f65466856d7274d9d11408126,佐佑生活,https://pic1.zhimg.com/v2-7c35db04a13a78451ae20741e011b6dd.jpg?source=1940ef5c,2022/12/12,未知,people,FALSE,9,0,0,有钱想存就存，没钱想存也存不了对于普通人来说，多了一个相对靠谱的投资工具对于有钱人来说，无所谓存不存,0.096128027
876ee2f7374d5a184406f865c814ac0e,小白,https://picx.zhimg.com/v2-2ebd986a69b66ee5ad330907018628fc.jpg?source=1940ef5c,2022/12/10,未知,people,FALSE,9,0,0,12月1日起，深圳市职工医保改革开始实施，划入个人账户的钱变少，应该如何看待？政府搞医保改革的时候，可没问过我们意见，养老金要改革也不过是分分钟的事。补一个俄罗斯的普京继续冻结俄罗斯人累计养老金至2025年底,0.096128027
f4ecea0fa9027620c89b7d291b635568,用橡皮筋弹你家玻,https://picx.zhimg.com/v2-f492d67550d10cbed7dc8d763b520b57.jpg?source=1940ef5c,2022/11/8,未知,people,FALSE,8,0,0,国策，你们怎么就不明白，上利国家社稷，下利百姓平民,0.096037188
858c013afb109db6cfcbad60c15a794f,三色堇,https://picx.zhimg.com/bf26624534ddd42666f40662400e37f1.jpg?source=1940ef5c,2022/11/7,男,people,FALSE,8,0,0,我只是觉得很多人可能没了解清楚，就来胡乱回答一通了。,0.096037188
d569a61decd481973a165e4a4177647c,阿卡姆之光二号,https://pic1.zhimg.com/v2-5aa14d6092c9e2a6cece79b4c0b46ebf.jpg?source=1940ef5c,2022/12/30,男,people,FALSE,8,0,0,以我不高的智商怎么看都像个理财产品，有懂的可以说下。现在还有啥挣钱的项目能投的，再者说了，以您那团队的能力和私德我也不是太放心。,0.096037188
cab2f32d16da9fe0b60c24b4a303fa3b,z7088787,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/25,未知,people,FALSE,8,0,0,个人养老金是一种个人自主选择的储蓄性保险产品，旨在帮助被保险人度过退休后的生活。是否买个人养老金取决于个人的具体情况。对于有一定积蓄的人来说，可以考虑将一部分资金放在个人养老金中，作为退休后的生活保障。这样可以为退休后的生活做好准备，同时还可以享受保险公司的保障。但是，如果你年龄较小，手头紧，或者并没有太多的闲钱，那么可能买个人养老金并不是最优的选择。在这种情况下，你可能需要将手头的资金用于日常生活或者其他投资。因此，是否买个人养老金需要根据个人的具体情况进行判断。建议你可以咨询保险专业人士，了解更多关于个人养老金的相关信息，并结合自己的实际情况，做出最佳的决策。,0.096037188
1ee0b75b3a7e4544cb9ea07931e6d169,步束,https://picx.zhimg.com/v2-1e88d8a3695d6febd01fb68ae747c34a.jpg?source=1940ef5c,2022/12/25,男,people,FALSE,8,0,0,傻子才买。现在单位给我交社保的基数在上海已达到上限，已经被宰了一刀，我们90后都不知道要延迟退休到什么时候…,0.096037188
a331124ad696b9d4f6361931e2c9a02a,杂家大兵,https://pic1.zhimg.com/v2-93170e25293ef2650b66e59713fbf7be.jpg?source=1940ef5c,2022/12/22,男,people,FALSE,8,0,0,当年的计划生育宣传的可比这个还厉害,0.096037188
0e437419eabe2b6dca0f62c32e45b3d6,BUG不过,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/22,未知,people,FALSE,8,0,0,这玩意能抵税。低收入人群用不上，高收入人群看不上，中不溜的不屑于去弄。抵了一两千的税，本金却不知道什么时候才能领到，到时候能不能领到还另说呢。,0.096037188
29b1c3f04a42cd4411d2b7299c5bc1bc,西米i,https://picx.zhimg.com/v2-5475287eea3f989229ff5dfe4f488c65.jpg?source=1940ef5c,2022/12/21,未知,people,FALSE,8,0,0,直接买金子压枕头底下当养老,0.096037188
502afbf697c651234aa818e32e401db5,朵朵云ing,https://picx.zhimg.com/v2-ac2f99c7e60fa078180e58dbd9f193fa.jpg?source=1940ef5c,2022/12/20,女,people,FALSE,8,0,0,个人养老金要不要买？怎么买？去哪儿买？买了有什么好处？1.要不要买？这个跟社保养老金不同，社保养老金是只要工作，强制要交的，而且公司也得帮着一起交。而个人养老金，它更偏商业化，买不买全凭自己，全靠自己的养老意识，交了后是封闭运作的，等退休的时候才能取出来。2.有什么好处？交了个人养老金，国家会给予一些节税优惠。个人养老金每年每人最多交1.2万，如果交了这1.2万，在年度个人所得税里是可以抵税的。如扣个税时有很多专项附加税扣除，如：子女教育、房贷、租房、大病、父母赡养等，现在个人养老金也会算进去。而且投资过程中产生的收益也暂时不收税，只有到了退休领取那天按照收益的3%交税，原来是7.5%，现在减了一半。大致计算了下，不同收入，每年如果交1.2万个人养老金能省多少钱？可以对照一下，可以看到，年薪如果在13.6万以内的，节税对我们来说是没用的，工资越高，效果越明显。对于高收入人群来讲，单说为了避税，也是很有吸引力的。3.哪些人可以买？得交有社保养老金的人才能买。未来退休了，可以领2份养老金，第1份是国家发的，第2份是自己投资的，有些人还能领企业年金或者职业年金，如果没参加社保养老金的人，是买不了的。4.大家比较关心的，这个养老金收益怎么样？这个账户里的资金是可以自己安排的，可以购买符合规定的理财产品、保险、基金等等，不满意了可以赎回，也可以替换。但要注意一点，要承担相应的风险。这可不是保本理财，买之前得想想风险和收益。不过按照这个趋势，养老金这块儿大肥肉，基金、银行、保险等都想要，所以收益这块我觉得是可以期待一下。如果你不想投资，那也可以直接按银行存款计息，当强制储蓄。5.去哪儿买？去商业银行开设个人养老金账户就可以了，稍微大点的银行都能开设，而且现在去开设账户，有很多优惠券或者礼品送。,0.096037188
9a07945c15246bbb3af7168690f85b3f,流年,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/18,女,people,FALSE,8,0,0,你自己存钱，想存多少存多少，它不香吗?股市有风险，投资需谨慎。,0.096037188
80d07145c33fbb75842a28f6438f64aa,马方伟,https://pic1.zhimg.com/v2-9bd5b87e3a0415495b832913c07f2799.jpg?source=1940ef5c,2022/12/14,男,people,FALSE,8,0,0,个人养老金制度是为了解决个人的养老金不足而设立的制度。算是第三养老支柱。其中第一支柱是职工养老保险，第二支柱是企业年金和职业年金。所以买个人养老金的基本需求是自己需要到退休后得到更多的养老金。如果有这个需求的话就需要金融工具协助，比如存款、银行理财、保险、基金。好，高层也认为多数人都要用第三支柱补充养老。之前没有第三支柱吗？有，商业保险公司也一直在大力推动养老保险销售，可是太慢，不给力，所以亲自来搞。  为了更好满足不同风险偏好的人养老需求，把银行、保险、证券三个类型产品都囊括进来提供专属养老产品。所以保守型的可以选择保本的养老存款和养老保险，其他风险偏好还有养老理财和养老基金。这样的政策已经部分城市试点两年，反馈良好，但是为了更好的全面推动才有了今天的税优层面的政策。就目前每年限额12000元而言，税优的实用性其实我认为并不明显。比如月薪1万以内的中年人有附加专项扣除的基本个税负担是零，所以用这个账户买了后面还要多承担3%，还增加了负担。对于税前收入30万的人，通常也算上有60岁的老人和在受教育的子女，也通常会有较高的社保和公积金扣除项目，所以真正纳税资产也就是10多万，所以实际税收负担就是1多元。如图这是一张时间纳税案例，30万纳税14500元，所以实际税率是4.83。年度12000元，当年节税600元，等退休时再缴纳至少360元，粗略估计节省240元。很多人算30万年薪直接按对应20%税率算，说12000对应的是2400元。这是不对的。社保公积金企业年金都是税前列支的，而且最后还有速算扣除数。如果收入再高的大佬可能更不会考上这交12000每月增加几百元的养老金，所以吸引力更有效。综上，个人养老金有用，但是节税的力度有限。,0.096037188
128e0e635d51ae93127faba5a7714856,大脸猫爱吃鱼,https://pic1.zhimg.com/v2-a0e469f2239829e925446e0680218d9f.jpg?source=1940ef5c,2022/12/11,未知,people,FALSE,8,0,0,我又不傻,0.096037188
afdfb6f67a76caa692a5c04219bfc109,岁长衣薄,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/11,未知,people,FALSE,8,0,0,是个骗局抵的是免税额度，不是抵税,0.096037188
88da4e521b59cfd1007e341d9b2fc991,天天大宝剑,https://picx.zhimg.com/v2-a3c278a88082ebc8eac931b2e3ff269c.jpg?source=1940ef5c,2022/12/11,未知,people,FALSE,8,0,0,你把这钱给自己父母挺好的,0.096037188
b528d9b4c4e8bcad4dd182813267c8f0,乔治奥维尔,https://picx.zhimg.com/3445827ab051bd6c4871452ef986c343.jpg?source=1940ef5c,2022/12/10,男,people,FALSE,8,0,0,早期的庞氏骗局支撑不下去了，换个新套路,0.096037188
33fc35272a4d4adaf11c8946a1eebbc0,和你这点事,https://picx.zhimg.com/v2-cc8f015243a7d23b11316a7850dc5891.jpg?source=1940ef5c,2022/12/7,男,people,FALSE,8,0,0,如果有存款，每个月都有可观的收入，可以购买。毕竟，多一个保障还是好的。而且，活到老干到老，不是每个人都有能力做到的！年轻人多的是，没有那么多工作岗位提供……,0.096037188
ed7ce16102a498889e9b6b073e21da2f,七月李不懂,https://pic1.zhimg.com/v2-a29d97fffa79a46c60a77ee42eab70a1.jpg?source=1940ef5c,2022/12/5,女,people,FALSE,8,0,0,总结：没有必要买。当然钱多的话，随便怎么安排。你想要养老金存款的利息，对方看中的是你的本金。养老得靠自己呀,0.096037188
ac8826906e7166a6b96dc9d819492f1d,证券客户经理,https://picx.zhimg.com/v2-8b65b1afc1ea47a9bb6c0b522387f3bc.jpg?source=1940ef5c,2022/12/9,未知,people,FALSE,8,0,0,有啊！长期储蓄,0.096037188
502afbf697c651234aa818e32e401db5,朵朵云ing,https://picx.zhimg.com/v2-ac2f99c7e60fa078180e58dbd9f193fa.jpg?source=1940ef5c,2022/12/14,女,people,FALSE,8,0,0,我国养老金制度主要有三部分组成：一、是基本养老保险基金：简单说就是我们缴纳的养老保险，是国家强制规定必须缴纳的养老保险。二、是企业、职业年金：其实是国企、央企、事业单位缴纳的，这也是很多人愿意进国企、央企、事业单位的原因，缴纳的企业、职业年金，和我们绝大多数人没什么关系。三、是个人养老金：简单说就是我们将自己的一部分收入，进到一个专门的账户，由专门的机构进行投资管理。他们去买什么呢？买公募、私募、保险、各种产品，让我们的个人养老金保值增值。我们个人养老金，投入到这个账户之后，买一个产品，这个产品到我们退休的那一年，不到退休的那年是不能取出来的。我们可以把钱投入到这账户里面去买。到哪买？到商业银行网点去买，现在各家银行都在大力推广养老金账户。这是一个财富小密码，每人每年有12000元的额度，我们可以把钱让专业机构替我们去打理。这一部分，可以抵我们的个人所得税，这12000元是免税的，既免税又可以获得投资收益。有人会问这12000元一年，存个30年好像也有不少钱，投资收益这个事儿靠谱吗？非常靠谱。在投资行业，社保基金这个钱是绝对不能亏的。在一级市场，投任何的项目，这个项目只要拿了社保基金的钱，绝对要无限连带回购，并且他们不会投小项目，都要投大项目。大家知道社保基金长期以来的回报率都是非常高的，最近十年年化回报8%，这个牛不牛？并且很多人都很好奇，社保基金到底怎么才能做到每年都这么稳健并且年化回报可以达到8%的？其实社保基金投任何的项目，谁都不能给我亏，也就是说这个个人养老金，只要交给专业的机构打理，基本上年化有个7%-8%或者更高。现在商业银行里面，比如说华夏最好的回报是成立了4年零2个月，年化收益9.29%。如果我们往养老金账户里投钱，到时候收益只需要交3%的税。我们基本上很难在市场上找到一个如此稳健的理财。当然一个人一年只有12000元的额度，12000元如果买个30年其实也有不少钱。如果收入比较高，基本上是闭着眼可以参与的，年化7%-8%是一个非常好的收益。那我们买到哪一年？就买到退休的那一年。自己算一算，自己哪年退休，因为只有退休的那年才能取出来，所以就买到我们退休的那年，去世、移民都可以取出来。以行业经验来看，社保基金只有2008年和2018年两年大灾的时候才亏了一点点，其他年份全部都是非常好的收益。对很多没有买过养老基金的人来说，收入不错有闲钱的人可以每个月往里面投1000元。,0.096037188
b12fe665ff32cc8b3a661458643aacef,紫沙壸下午茶,https://pica.zhimg.com/v2-209d8e0d2548be37be12db32e65878ba.jpg?source=1940ef5c,2022/12/13,男,people,FALSE,8,0,0,叫我说三十岁才开始考虑养老和是不是筹备养老金的问题，都已经不算早了。这个问题应该从参加工作，或者说自已有了相对固定的收入的时候就随之一起考虑进去。除了按照相关规定缴纳一定数额的养老金，等退休以后享受国家的社保政策和待遇以外。个人很有必要再从收入当中挤出一点，建立一个个人养老账户。每月也不用太多，选择现在推出的养老基金也好，或者自己选择一支长期收益好的基金产品做定投也行。总之要坚持长期投资的思想，积少成多，粒米成罗。等到退休的时候就是一笔很可观的收入了，再加上国家给你的那一份养老金，应该过一个幸福安逸无忧无虑的晚年生活是没有问题的。,0.096037188
43bfd24dc2ed69b871355295f89be4fa,LIU,https://pica.zhimg.com/v2-0bdf93bbc0363f4ba21e3a7564821bbf.jpg?source=1940ef5c,2022/12/12,未知,people,FALSE,8,0,0,还是有必要的。毕竟年龄这个问题是不可逆的小，30岁刚好是一个人壮年的时候，可以给自己留足养老的准备。首先，可以给自己定一个计划和目标，想一下在老年的时候过什么样生活，然后就定个目标和规划。其次，可以趁着年轻的时候多存一些，这是自己的底气。最后，有一些有单位的个人是单位给缴纳的，这些人倒不用担心这个问题。但是对于自由工作者，需要个人缴纳，至少还需要缴纳25年，这个时候更应该加倍努力工作，加倍的比现在过的好。,0.096037188
4d7c0aaece34fe3e03a31282ebf87648,hello77,https://pic1.zhimg.com/v2-1642de0b379dc4a3730de707f8e4fbe7.jpg?source=1940ef5c,2022/12/12,男,people,FALSE,8,0,0,根据我国养老相关政策，养老资金主要源于三个部分：基本养老金、企业年金、个人养老金。三者定位不同，互为补充。可根据自身缴费情况，估算未来能从基本养老金、企业年金中领取多少养老金，同实现品质养老还有多少缺口。大家可结合自身情况，参与个人养老金计划、选择相匹配的产品。此外，个人养老金享有税收优惠，大家更要做好“功课”合理开展税务筹划。选定适当的产品之后，对于资金的投资方式，可考虑：初始投入+持续几十年的投入。这种方式类似于买房首付+按期还贷的形式。一次性投入：可优先使用一笔较大额资金，作为初始本金，进行一次初始投资，稳住养老储备底仓大盘，提升投资效率；持续几十年分批投入：有利于降低波动，持续积攒。投资额要量力而行，根据家庭财务结余状况，动态调整。,0.096037188
e16231543d5cc43b92b464073e0bfff5,冷暖自知,https://pica.zhimg.com/v2-2a1540264d858d7742a2eaf298f87421.jpg?source=1940ef5c,2022/12/10,女,people,FALSE,8,0,0,"当然该存了。防患于未然，个人养老金可以有效地保障我们的晚年生活。养老金的使用趋于刚性，个人养老金缺口持续扩大，在年轻的时候我们很有必要提前开启一份科学、合理的养老投资规划。为自己的未来投资，考虑着。学会为自己投资，为自己买一份合理有效的保险。个人养老金在退休之后可以帮助用户提供个人养老金水平。参与了个人养老金制度的用户除了可以领取基本养老保险,还可以享受相应的免税优惠。参保门槛较低，而且收益较为稳定。",0.096037188
addf480cc0916c7baf4af667850b6dac,无问西东,https://picx.zhimg.com/v2-c9968e39ac7c85c3060481eabd928065.jpg?source=1940ef5c,2022/12/9,男,people,FALSE,8,0,0,这时候不是应该先考虑5年存活率吗？,0.096037188
cd0d54e6025d86c5a953ee4af1e48509,顺子,https://picx.zhimg.com/v2-a95b989d08b70e798b48b1c6d9a08e6d.jpg?source=1940ef5c,2022/12/6,女,people,FALSE,7,0,0,个人养老金有必要买吗？在收支有结余的情况下，还是建议买的，毕竟未雨绸缪，为今后养老做好储备。养老的三大支柱体系，第一支柱基本养老保险，第二支柱职业养老金，第三支柱个人养老储蓄计划。中国养老保险的第二支柱和第三支柱发展尚未成熟。一个国家的养老保障，必须同时提供储蓄、再分配以及保险三个功能。所以，个人养老金在收支有结余的情况下，是可以买的。,0.095946341
6723721d609a9afc033366a5ddceba17,费钱先生,https://picx.zhimg.com/v2-f720a4c3a04e045e1fd88366cdb5f654.jpg?source=1940ef5c,2022/12/28,男,people,FALSE,7,0,0,对于现在的小老百姓来说，，结婚，买房子，生小孩，供小孩上学，哪件事不是需要砸锅卖铁花光积蓄的？你还早早拿一笔钱锁定到退休？咱就是说，劝你还是把钱用在刀刃上，先把前面那几关过了，再考虑退休以后的事。。这个人养老一看就不是给你我这种普通人准备的。。,0.095946341
7fa47827b0f97fdcb2137b73c3455ee3,依然的神仙,https://pica.zhimg.com/bedc06c445719e4f370aeda90286b61e.jpg?source=1940ef5c,2022/12/26,男,people,FALSE,7,0,0,"我个人建议买，因为是大势所趋，个人建议可以赌一把，在你没有其他投资渠道的前提下，原因如下1.这个与美国401K相似,而且能够去抵税，同时很多人存钱很难，有这个强制储蓄挺好。2.未来财富很大可能会表现在金融市场，我们都知道，过去20年财富是以房产来承载，未来应该会抛弃房产，那还有哪个地方可以承载，大概率只有金融市场了。3.你有其他理财手段吗？创业，基金，股票，期货，期权，外汇？这些你又懂多少？对于普通人来讲，可能最适合的就是股票类，你只要认同如下根本推论:中国会越来越好，再进一步推论，国家金融市场未来会完善发展，未来电力消耗会越来越大，未来中国文化类专属商品在国外会越来越畅销。从这些推论来看，中国股票指数未来大概率向道琼斯看齐，可以赌一把",0.095946341
dd2442953a5a51e72323a644ce679a20,爱吃猫的鱼,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/21,未知,people,FALSE,7,0,0,“6万块钱交600块钱手续费？600块钱在俺老家都能买头驴！”不好意思后生，是百分之三时间退回1992年，假如这个时候我还不是万元户，月工资300，其实这已经算很不错了现在人未必挣这么多，毕竟那时候盖个平房也就5000多吧（当然有些地方贵点要几万，有些地方便宜点两千就行，这只是举个例子）。我每年拿出来120存起来，存30年一共3600。嗯，看起来也挺多的，2022年的时候再添点钱应该可以给孩子再盖套房。,0.095946341
f4701fb1f255c7bc2653f1d92a55ebc1,巫宣,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/20,男,people,FALSE,7,0,0,我记得我国养老金破产过一次,0.095946341
f50b00484cc60bcdbc32b5e7abf8e8f8,朱苏妍,https://picx.zhimg.com/v2-68db5139e43efdb85e45b0f24d38bc0c.jpg?source=1940ef5c,2022/12/7,女,people,FALSE,7,0,0,个人养老金值得买吗？这是一个复杂的问题，不是简单的值或不值能够回答的。首先来说说我国为什么建立个人养老金制度，我国养老支柱之一的社会基本养老保险制度是1996年开始实行的，在此之前由企业给职工养老，2014年公务员和事业单位人员的养老也并入基本养老保险，这主要是为了消除差距，体现公平。我国的基本养老金替代率为40%左右，就是说退休时社会平均工资10000元，能拿到的退休金4000元左右，实际上国内的很多企业在缴纳基本养老保险的时候，是按照最低标准缴纳的，再加上有很多人的工作不稳定，缴费年限不多，个人账户里的钱比较少，他们的退休金只能达到当地社会平均工资的30%或者更少。另一个养老支柱企业年金和职业年金的缴费人数在7000万左右，也就是说只有这部分人的养老金替代率可能达到70%左右。而世界银行组织建议的养老金替代率为70%，只有达到这个标准，才能维持退休后的生活水平不下降。基本养老金只能解决基础的生存，要保持一定的生活品质，还得靠个人积累。个人养老金制度是我国从美国、英国等发达国家学习来的， 根据自己的国情制定的养老金补充制度。除了表象的补充养老金的需求以外，个人养老金制度的建立还有更深层次的原因，那就是我国经济转型的需要。我国的经济从以人口红利为基础，依靠基础设施投资、低端制造业出口商品和房地产拉动，转向依靠内需消费、高端制造业拉动。低端制造业产能过剩、企业负债过高的影响正在进一步凸显。所以我们在近些年的发展重点是去库存、去杠杆。就是去掉多余商品和房子库存，消耗掉过剩产能，减少企业债务（银行贷款），代之以股权融资。我国的股市制度不健全，相关法律法规不完善，没有退市制度，只为融资，不考虑投资者利益。未来的发展会健全制度和法律法规，推动更多的企业上市，由市场来优胜劣汰。个人养老金以公募基金为主，实施后将会有大批的资金注入股市，促进经济的发展。由于存入个人养老金账户里的钱不到退休不能取出，有利于机构投资者长期利用资金，持有股票，获得更好的回报。以美国的401K养老金计划来看，由于实行了税收优惠，吸引了大量的企业和员工参加，激励了储蓄率，养老金计划与资本市场共同发展，使共同基金为代表的机构投资者迅速崛起。由于账户可以投资于股票、基金、年金保险、债券、专项定期存款等金融产品，使得个人承担的风险加重，一旦投资失败会导致难以挽回的损失。以安然公司为例，由于员工大量投资于安然公司股票，且出售受到限制，安然公司倒闭导致2万多员工养老金损失达20亿美元。大部分参加人不懂投资，股市大涨的时候赚到了钱，把运气好误认为是自己的投资水平高，当资本市场不景气时养老金资产大幅缩水，造成很大的损失，以致退休时账户里没有多少可以用的资金。而投资公募基金收取不低的手续费，能否取得较高的收益取决于股市的涨跌和基金经理的投资水平，如果能以最低的价格买到最好的基金，也能保持不错的收益率，可惜很多人都做不到无论涨跌长期持有，短期频繁地操作买进和卖出，结果手续费抵消了所取得的一部分投资收益。大多数401k计划的参加人都会选择一次性领取账户里的资金，难以保证自己退休后一直有钱花，即使选择按月领取，也很难计划自己能活到多少岁，保证账户里的钱不会提前领完。我们的个人养老金中也存在相似的问题，从目前市场上的养老目标基金（FOF）来看，今年前三季度的收益都是负数，但是拉长三年以上来看，收益率大多在2%以上，成立三年以上的FOF基金平均年化收益率6.42%。目前个人养老金的公募基金针对管理费、托管费有费率优惠，多数产品5折优惠，销售费暂不收取，比自己购买基金成本更低。公募基金的购买取决于三个因素：个人的风险承受能力、金融投资知识、年龄。对于年龄比较大的，距离退休近的人，和风险承受能力比较差的人，更适合买储蓄存款或养老保险。年龄小的，具有一定基金投资知识的人，还是非常适合买公募基金的。目前有些城市试点的特定养老储蓄产品的整存整取的利率为3.5%、4%，与银行定期存款利率相比具有一定的优势。专属养老保险产品分为稳健型和进取型不同投资组合，相当于万能险和投连险，稳健型的保底利率为2%-3%，进取型保底利率为0-0.5%，手续费2%-5%，目前有产品折合年化收益率可达6%，但是超过保底利率的收益是不确定的。目前暂未发布个人养老金专属理财产品名单，由于现在理财产品已经打破刚性兑付，是存在净值低于本金可能的。从节税角度讲，个人养老金更适合月应税收入8千元以上的人购买，否则起不到减免个税的作用。个人养老金账户里的钱不能随意支取，只有符合规定才能领取，达到领取基本养老金年龄、完全丧失劳动能力或者出国（境）定居。总结，个人养老金适合收入比较高的家庭购买，目前个人一年最高缴费12000元，可以用作养老金的适当补充，长期投资公募基金可能获得不错的收益，但是资金有损失的可能。账户里的钱领完就没了，不一定能保持与生命等长的现金流。个人认为个人养老金最积极的意义在于强制储蓄，因为现在很多年轻人深陷消费主义的陷阱，明明收入很高却攒不下来钱。有了意识以后还要有个强有力的工具，个人养老金存进账户里的钱不到退休一般取不出来，是积累退休金很好的工具。除了个人养老金以外，还有一些适合养老的金融产品。养老年金保险预定利率复利3.5%，能够保证与生命等长的现金流，活多久、领多久。增额终身寿险产品更加灵活，可以根据需要减保或退保领取现金价值。这两类保险还可进行保单贷款，应对短期现金周转需要。总保费达到一定数额可以锁定高端养老社区床位，未来属于稀缺资源。如果有问题，请加zhusuyan咨询。,0.095946341
7a8ce7575d032dcd7a2fa7612e4ab451,冬至日三小时,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/6,未知,people,FALSE,7,0,0,基本操作不是开户存0.01来薅开户的羊毛吗薅了建行50的飘过,0.095946341
062af0644e092f744d90bc32bd6a5a0a,网络陌生人,https://pic1.zhimg.com/v2-d53a017f2d74f153b388c7998b7ef4d0.jpg?source=1940ef5c,2022/12/5,未知,people,FALSE,7,0,0,冲个一块领个优惠券就得了，还真有人买啊。,0.095946341
b022a7d6ab5365f48210878a21c1499a,少碰女的,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/19,未知,people,FALSE,7,0,0,我想到个黑暗的，假如我交了30年个人养老金，到时候自己在退休前一年生了场大病，估计拖不了几年，那么会不会让我在退休之前死，因为如果退休了再过一两年死我的个人养老金就归国家了啊,0.095946341
3383857298ded49df9b976086e1e4f75,anyuexiu,https://picx.zhimg.com/v2-10ca00b3d9e064f8481571d7fb0eddfc.jpg?source=1940ef5c,2022/12/17,男,people,FALSE,7,0,0,你的命运想放在别人手里听候发落，还是放在自己手里争取一下？,0.095946341
5891e102ea5ae6c96d0d5a595c78b4c8,奇遇,https://picx.zhimg.com/v2-d9db3e596724479f15551c658aad1762.jpg?source=1940ef5c,2022/12/13,女,people,FALSE,7,0,0,现在老龄化越来越严重，养老形势也很严峻，是的养老需求不断增加，最基本的养老保险，额度有限，已经无法满足高质量的养老需求，适当补充个人养老金，可以提高以后养老的生活质量，也为儿女减轻更多的负担。不过人们关心的是养老金需要交多少钱，因为如果太多，就增加了现在生活的负担，也会让人望而却步。有信息显示，养老金存多少，可以有投保人自由决定，缴费额度每年最高为12000元，和基本养老保险相同点为，不能随意支取，也许交够15年。不同点是，个人账户的金额可以自由选择金融产品，实现增值，风险自担。个人要老金的存储，可以提升养老保险的额度，给未来更多的保障。而且按照最高额度每年12000元缴费个人养老金，还可以享受税收优惠，有1000元的税费抵扣。不过目前还在试运行阶段，只有四只银行养老理财产品，招商银行的理财子公司招银理财“颐养睿远”就是首批试点的养老理财产品之一。,0.095946341
df98599a9b6cb71bebabbb58d57a4847,听雨,https://picx.zhimg.com/v2-61b3f34d08901aca812088dc9334274c.jpg?source=1940ef5c,2022/12/11,未知,people,FALSE,7,0,0,当然越早越好，知道复利奇迹的人应该很清楚,0.095946341
51c5d79a9d222fb3c6b54c11a09ef8e0,老夫子,https://pica.zhimg.com/v2-5fc67a2efe2e8f52b40fac8a80da1442.jpg?source=1940ef5c,2022/12/9,女,people,FALSE,7,0,0,可以的,0.095946341
2b1f7fda4d81f33ef30c3dfdc7f9c824,非知名阴阳师,https://picx.zhimg.com/v2-8ad3d9f84724cb020a297138fcc89e82.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,6,0,0,答应你的，兑现不了了。给你想个法子自己解决。,0.095855486
bdea4eac1a6df33d16cec6c602d2c199,学而不思则罔,https://picx.zhimg.com/v2-17582617fea73d86f361f4c0a0734bcd.jpg?source=1940ef5c,2022/11/6,未知,people,FALSE,6,0,0,这还用说？？？？？,0.095855486
f96ceaae4b65ad58656839f1b0880e83,云霄之上,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2023/1/8,男,people,FALSE,6,0,0,算一算就知道，假如还有二三十年退休，最理想情况抵税45%，6600到期收益1w2，算算年化收益多少？五年定期是2.75。养老金可是退休才能取。还不考虑到时候取不取得出来的问题。你要说投资收益，在哪儿不是投资？当然要是快退休了果断买呀！,0.095855486
0d85279a202ab5b01c7bfef8798441a5,妖狐小红娘,https://picx.zhimg.com/v2-0eb0b1a7ad5b0555183eb717e847979f.jpg?source=1940ef5c,2023/1/7,未知,people,FALSE,6,0,0,要是社保可以自由选择买或者不买，我连社保都不买,0.095855486
f38c9e3cad91a2621399bb3cf7a803f1,路西话,https://pica.zhimg.com/v2-783517932f4af6f58ad0b32479297697.jpg?source=1940ef5c,2022/12/30,男,people,FALSE,6,0,0,35被国企辞退，至今找不到工作活着都费劲，拿什么买,0.095855486
e1164e5c87dabb62d7443fa46c01e418,北极熊37号,https://pic1.zhimg.com/v2-b3a7d16c5db5f5a2ce2532a01462cd7b.jpg?source=1940ef5c,2022/12/29,女,people,FALSE,6,0,0,这个时候，我都想着公司把给我交的社保都给我吧！这个病情能不能让我活到退休都不知道。,0.095855486
c43f27a9473c31f5d306f7df616f084c,咿呦,https://picx.zhimg.com/v2-d4e71f721096cc0b81123a52a3b37cd2.jpg?source=1940ef5c,2022/12/22,男,people,FALSE,6,0,0,以前的“只生一个好，zf来养老“都知道吧？ 我是独生子，现在父母终于可以领这个补贴了，60块啊，一年60块，爽不爽？乐不乐？开心不开心？,0.095855486
9ab69f67aff52d3c37bf15553071bff0,echochohoo,https://pic1.zhimg.com/v2-9dffc78672977d8e0411302904fca358.jpg?source=1940ef5c,2022/12/21,女,people,FALSE,6,0,0,开户唯一的原因：银行为了完成要求的指标，给每个开户的人直接发钱，不要白不要,0.095855486
